,제목,URL,신문사,작성일,세부내용,url
2332,"여당, 정부에 유류세 인하 연장 요청…추경호 ""전향적으로 검토""",,뉴시스,2023.04.17,"기사내용 요약 박대출 ""고물가 계속…국민 부담 완화해야"" 여야, 기재위서 유류세 인하 유지 한목소리 [서울=뉴시스] 정성원 최영서 기자 = 국민의힘은 17일 정부에 유류세 인하 조처를 연장해야 한다고 요청했다. 야당",https://n.news.naver.com/mnews/article/003/0011808513?sid=101
2333,세수 부족하자 '유류세 인하' 축소?…국제유가는 다시 꿈틀,,시사저널,2023.04.17,"정부, 이번 주 중 유류세 인하 조치 조정 방침 5%포인트 축소하면 서울 휘발유값 1800원대 진입 秋 ""당과 긴밀히 협의 중"" VS 與 ""연장 검토 촉구"" 4년 만에 세수 결손 가능성이 제기된 가운데 정부가 유류세",https://n.news.naver.com/mnews/article/586/0000056150?sid=101
2334,"추경호 ""세수 상황 타이트해...유류세 인하 연장 전향적 검토""(종합)",,뉴시스,2023.04.17,"기사내용 요약 국회 기재위 전체회의서 답변 정부가 올해 세수 상황이 타이트할 것으로 예측하는 가운데, 민생경제를 고려해 유류세 인하 연장 조치를 전향적으로 검토하기로 했다. 세수, 올해 내내 녹록지 않아…부동산·주식",https://n.news.naver.com/mnews/article/003/0011808511?sid=101
2335,정부 “유류세 인하 연장 전향적 검토”…세수냐? 물가냐?,,KBS,2023.04.18,"이달 말로 끝날 예정이던 유류세 인하 조치와 관련해 정부가 여당의 연장 요청을 전향적으로 검토하겠다고 밝혔습니다. 세수가 부족하긴 하지만, 지금은 들썩이는 물가를 잡는 게 더 우선이라고 판단한 것으로 보입니다. 보도",https://n.news.naver.com/mnews/article/056/0011467652?sid=101
2336,"추경호 ""여당 유류세 요청 전향적 검토""…인하 연장 가닥(종합)",,연합뉴스,2023.04.17,"이번주 중 결정…최근 유가 급등 상황 고려하는 듯 박용주 박재현 기자 = 추경호 부총리 겸 기획재정부 장관이 ""유류세 인하 조치를 연장하는 방안을 전향적으로 검토할 것""이라고 17일 밝혔다. 추 부총리는 이날 국회 ",https://n.news.naver.com/mnews/article/001/0013886217?sid=101
2337,"추경호 ""유류세 인하 연장 전향적 검토…민생 부담 고려""",,이데일리,2023.04.17,추경호 부총리가 17일 유류세 인하 연정 여부와 관련해 “민생 부담 측면에서 전향적으로 검토하겠다”고 밝혔다. 추경호 부총리 겸 기획재정부 장관이 17일 오후 국회에서 열린 기획재정위원회 전체회의에서 의원질의에 답하,https://n.news.naver.com/mnews/article/018/0005465786?sid=101
2338,물가 상승 압박에 '유류세 인하' 연장 무게…이번주 결정,,뉴시스,2023.04.18,"기사내용 요약 세수·물가·경기상황 종합 고려 방침 정부가 이달말 종료 예정인 유류세 인하 조치를 연장하는 방안을 검토 중이다. 세수 여력이 부족하지만 기름값이 요동치고, 물가 상승 압력이 지속되자 민생 부담을 더는 ",https://n.news.naver.com/mnews/article/003/0011808709?sid=101
2339,"'3주 만에 60원 ↑' 천정부지 기름값에 정부 ""유류세 인하 연장""",,머니투데이,2023.04.17,정부 여당이 이달 말 종료 예정인 유류세 인하 조치를 한차례 연장키로 했다. 국내 기름값 부담을 고려한 조치다. 국내 주유소 평균 휘발유 가격은 지난달 말 리터(ℓ)당 1500원 후반대에서 3주 만에 1600원 중반,https://n.news.naver.com/mnews/article/008/0004876008?sid=101
2340,與 “유류세 인하 당분간 연장을”…추경호 “전향적 검토”,,서울신문,2023.04.17,국민의힘은 17일 정부를 향해 이달 말 종료를 앞둔 ‘유류세 인하 조치’의 기한 연장을 촉구했다. 추경호 경제부총리 겸 기획재정부 장관이 전향적 검토에 임하겠다는 뜻을 밝히면서 향후 정부 차원의 집중 논의가 이뤄질 ,https://n.news.naver.com/mnews/article/081/0003354391?sid=101
2341,"추경호 ""유류세 인하조치 연장 검토…올해 세수상황 좋지 않아""",,SBS Biz,2023.04.17,추경호 부총리 겸 기획재정부 장관이 이달 말 종료되는 유류세 인하 조치를 연장하는 방안을 전향적으로 검토할 것이라고 말했습니다. 오늘(17일) 국회 기획재정위원회 전체회의에서 국민의힘 배준영 의원이 유류세 인하 조치,https://n.news.naver.com/mnews/article/374/0000331934?sid=101
2342,추경호 “유류세 인하 연장 요청 전향적으로 검토”,,조선비즈,2023.04.17,인하 연장 여부 이번 주 중 발표될 듯 추경호 경제부총리 겸 기획재정부 장관은 이달 말 종료 예정인 유류세 인하 조치의 연장 요청과 관련해 “전향적으로 검토하겠다”고 밝혔다. 추 부총리는 17일 오후 서울 여의도 국,https://n.news.naver.com/mnews/article/366/0000894212?sid=101
2343,"추경호 ""유류세 인하 조치 연장 요청, 전향적으로 검토""",,매일신문,2023.04.17,"추경호 경제부총리 겸 기획재정부 장관은 ""유류세 인하 조치를 연장하는 방안을 전향적으로 검토할 것""이라고 17일 밝혔다. 추 부총리는 이날 오후 국회 기획재정위원회 전체회의에 출석해 이같이 말했다. 추 부총리는 배준",https://n.news.naver.com/mnews/article/088/0000809298?sid=101
2344,"당정 ""'유류세 인하 조치' 이번 주 결정… 내림 폭 축소 유력""",,대전일보,2023.04.17,"정부와 여당이 '유류세 인하 조치'를 연장하는데 공감대를 이뤘다. 여당이 정부에게 요구한 '유류세 인하 조치' 연장 여부가 곧 결론날 것으로 전망되면서, 유류세 인하 조치는 연장하되 인하 폭을 줄이는 방안이 유력 거",https://n.news.naver.com/mnews/article/656/0000048206?sid=101
2345,추경호 “유류세 인하 연장 전향적으로 검토…민생 부담 고려”,,서울경제,2023.04.17,추경호 부총리 겸 기획재정부 장관이 “유류세 인하 조치를 연장하는 방안을 전향적으로 검토할 것”이라고 17일 밝혔다. 이번 주로 예정된 유류세 조정 여부 발표를 앞두고 인하 조치 연장을 시사한 셈이다. 추 부총리는 ,https://n.news.naver.com/mnews/article/011/0004180031?sid=101
2346,"추경호 ""유류세 인하 연장, 진지하게 검토 중""",,더팩트,2023.04.17,"17일 국회 기획재정위원회 전체회의 개최 추경호 경제부총리 겸 기획재정부 장관은 17일 ""유류세 인하 조치를 연장하는 방안을 전향적으로 검토할 것이다""고 밝혔다. 추경호 부총리는 이날 국회 기획재정위원회 전체회의에서",https://n.news.naver.com/mnews/article/629/0000212134?sid=101
2347,"추경호 ""유류세 인하 연장 요청 전향적으로 검토""",,연합뉴스,2023.04.17,"박용주 박재현 기자 = 추경호 부총리 겸 기획재정부 장관이 ""유류세 인하 조치를 연장하는 방안을 전향적으로 검토할 것""이라고 17일 밝혔다. 추 부총리는 이날 국회 기획재정위원회 전체회의에 출석해 이같이 말했다. 국",https://n.news.naver.com/mnews/article/001/0013885424?sid=101
2348,"기름값 다시 '꿈틀'…""유류세 인하 연장 전향적 검토""",,한국경제TV,2023.04.17,"추경호 부총리 겸 기획재정부 장관이 여당의 유류세 인하 조치 연장 방안에 대해 ""전향적으로 검토할 것""이라고 밝혔다. 추 부총리는 17일 국회 기획재정위원회 전체회의에 출석해 국민의힘 배준영 의원이 유류세 인하 조치",https://n.news.naver.com/mnews/article/215/0001096000?sid=101
2349,"정부, 이번 주 유류세 조정...인하 폭 축소 유력",,YTN,2023.04.18,"정부가 경유나 휘발유에 붙는 세금을 깎아주는 유류세 인하 조치 연장 여부를 이번 주 결정합니다. 기름값은 다시 상승세로 돌아섰는데, 민생 부담을 줄이는 차원에서 조치를 연장하되 인하 폭을 축소하는 방안이 유력하게 거",https://n.news.naver.com/mnews/article/052/0001874496?sid=101
2350,"與박대출 ""정부, 유류세 인하 조치 연장 적극 검토해야""",,이데일리,2023.04.17,"박대출 국민의힘 정책위의장은 17일 이달 말로 완료되는 유류세 탄력세율 인하 조치를 연장해줄 것을 정부에 촉구했다. 박대출 의장은 이날 오전 국회에서 열린 당 최고위원회의에서 “최근 물가·유가 동향, 국민 부담을 고",https://n.news.naver.com/mnews/article/018/0005465537?sid=101
2351,"추경호 ""민생 고려해 유류세 인하 연장 적극 검토""",,아이뉴스24,2023.04.17,추경호 부총리 겸 기획재정부 장관이 유류세 인하 조치 연장을 전향적으로 검토하겠다고 밝혔다. 추 부총리는 17일 국회 기획재정위원회 전체 회의에 출석해 배준영 국민의힘 의원이 유류세 인하 조치를 연장해야 한다는 데 ,https://n.news.naver.com/mnews/article/031/0000741274?sid=101
2352,"與 ""이달 종료 예정 유류세 인하 연장해야""…정부에 요구",,SBS Biz,2023.04.17,"유류세 인하 조치가 이달말 종료를 앞둔 가운데 국민의힘이 정부에 연장을 촉구했습니다. 국민의힘 박대출 정책위의장은 오늘(17일) 오전 최고위원회의에서 ""최근 물가와 유가 동향, 그리고 국민 부담을 고려할 때 현재 시",https://n.news.naver.com/mnews/article/374/0000331867?sid=101
2353,추경호 “유류세 인하 연장 전향적 검토”,,경향신문,2023.04.17,이달 말 종료 예정인 유류세 인하 조치가 연장될 가능성이 커졌다. 추경호 부총리 겸 기획재정부 장관(사진)은 17일 국회 기획재정위원회 전체회의에서 유류세 인하 조치 연장 의향을 묻는 배준영 국민의힘 의원의 질의에 ,https://n.news.naver.com/mnews/article/032/0003217909?sid=101
2354,"완주군 ""복통 증세와 무관한 방울토마토 안심하고 드세요""",,뉴시스,2023.04.17,기사내용 요약 복통 구토 증세 일으키는 토마틴 품종 생산 안 돼 전북 완주군은 지역 내 생산되는 방울토마토의 안전성 홍보와 소비촉진에 집중하고 있다고 17일 밝혔다. 지난달 방울토마토의 일부 품종에서 복통과 구토 증,https://n.news.naver.com/mnews/article/003/0011808154?sid=101
2355,농진청이 소개하는 ‘멋쟁이 토마토’의 건강한 매력은?,,헤럴드경제,2023.04.17,"“울퉁불퉁 멋진 몸매에 빨간 옷을 입고~ 새콤달콤 향기 풍기는 멋쟁이 토마토, 토마토…”. 동요 노랫말처럼 토마토는 매력 넘치는 열매채소다. 농촌진흥청 국립원예특작과학원은 최근 쓴맛 토마토 유통으로 소비가 위축됨에 ",https://n.news.naver.com/mnews/article/016/0002131115?sid=101
2356,"""쌓이는 토마토 어쩌나""…쿠팡, 400톤 매입해 할인 판매",,SBS Biz,2023.04.17,쿠팡이 최근 수요 급감으로 어려움을 겪는 전국 수백 곳의 토마토 농가로부터 토마토 400여톤을 사들여 소비자에게 저렴하게 공급하기로 했습니다. 쿠팡은 판로가 끊긴 지역 농가를 돕기 위해 토마토 400여톤을 오는 23,https://n.news.naver.com/mnews/article/374/0000331869?sid=101
2357,토마토 농가 '구원투수'로 등판한 쿠팡·롯데마트,,서울경제,2023.04.17,방울토마토 구토 논란과 이에 따른 구매 기피로 지역 농가의 피해가 확산하자 유통업계가 구원투수로 등판했다. 판로가 막혀 갈 곳 잃은 상품을 대량으로 사들여 재고 소진에 힘을 싣고 나선 것이다. 쿠팡은 오는 23일까지,https://n.news.naver.com/mnews/article/011/0004180061?sid=101
2358,"경영 위기 농가 구원 투수 나선 쿠팡, 토마토 400톤 매입",,서울경제,2023.04.17,쿠팡이 전국 수백 곳의 농가에서 토마토 400여 톤을 매입한다. 이를 통해 경영 위기에 처한 농가를 적극 지원하기로 했다. 쿠팡은 최근 토마토 수요 급감으로 판로가 끊긴 지역 농가를 돕기 위해 토마토 400여 톤을 ,https://n.news.naver.com/mnews/article/011/0004179740?sid=101
2359,"‘남아도는 토마토, 전량폐기 위기’…쿠팡·롯데, 대량매입으로 농가 지원",,서울신문,2023.04.17,"구토를 유발한다는 일부 ‘쓴맛 방울토마토’의 불똥이 튄 일반 토마토 농가들이 물량 해소에 어려움을 겪는 가운데 쿠팡, 롯데 등 유통업계가 대량 매입에 나섰다. 17일 롯데마트에 따르면 지난달 30일부터 이달 8일까지",https://n.news.naver.com/mnews/article/081/0003354365?sid=101
2360,유사 식중독 논란에 판로 막막…유통업계 “방울토마토를 구하라”,,한겨레,2023.04.17,"‘특명, 방울토마토를 구하라!’ 방울토마토 수확기를 앞두고 최근 일부 방울토마토의 성분이 구토와 복통 등 유사 식중독 증상을 유발하면서 소비자들이 방울토마토 구매를 피하자, 유통업계가 앞다퉈 ‘방울토마토 구하기’에 ",https://n.news.naver.com/mnews/article/028/0002636033?sid=101
2361,"""토마토 농가 돕자"" 쿠팡, 1주간 400여t 매입",,뉴시스,2023.04.17,쿠팡은 최근 토마토 수요 급감으로 판로가 끊긴 지역 농가를 돕기 위해 토마토 400여t을 오는 23일까지 1주간 매입한다고 17일 밝혔다. 지역 곳곳의 토마토 특산물 등 쿠팡에 토마토를 납품하는 전국 농가 수백곳에서,https://n.news.naver.com/mnews/article/003/0011806722?sid=101
