,제목,URL,신문사,작성일,세부내용,url
1755,"'민주당 원색비난' 태영호, 윤리위 심사 요청…지도부와 상의 관측",,뉴시스,2023.04.17,"기사내용 요약 논란에 ""조치 달게 받겠다→윤리위 심사 요청"" 김기현 언행 경고에 부담…셀프 심사요청 결정 ""윤리위 구성 마무리되는대로 심사 요청 계획"" [서울=뉴시스] 정성원 기자 = 태영호 국민의힘 최고위원이 17",https://n.news.naver.com/mnews/article/003/0011808416?sid=100
1756,"강선우 ""JMS 또 언급한 태영호, 애정있나...與 조치 지켜볼 것""",,중앙일보,2023.04.18,강선우 더불어민주당 대변인이 태영호 국민의힘 의원을 상대로 “너무 저속하다”고 비판하며 “여당이 태 의원을 어떻게 처리할지 지켜보겠다”고 말했다. 강 대변인은 17일 오후 CBS라디오 ‘박재홍의 한판승부’에서 이날 ,https://n.news.naver.com/mnews/article/025/0003273885?sid=100
1757,"태영호, 또 'JMS' 막말 논란…""윤리위 심사 자진 요청""",,MBN,2023.04.18,"태영호 국민의힘 최고위원이 더불어민주당을 신도 성폭행 논란을 빚은 기독교복음선교회, JMS에 비유해 구설에 올랐습니다. 태 최고위원은 보좌진의 실수라고 사과하면서 당 윤리위원회 심사를 요청하겠다고 고개를 숙였습니다.",https://n.news.naver.com/mnews/article/057/0001736353?sid=100
1758,"""저급함 그 자체""… 민주당, 태영호 발언에 강력한 비판",,머니S,2023.04.18,"더불어민주당이 태영호 국민의힘 최고위원의 막말 논란에 대해 강한 유감을 표했다. 지난 17일 권칠승 민주당 수석대변인은 국회 소통관 기자회견에서 ""태 최고위원이 자신의 SNS에 민주당을 겨냥한 막말을 올렸다""며 ""그",https://n.news.naver.com/mnews/article/417/0000913691?sid=100
1759,"태영호, 이번엔 막말 논란…""민주당 쓰레기·돈·성"" 원색 비난 뒤 삭제·사과(종합)",,뉴시스,2023.04.17,"기사내용 요약 민주 돈봉투 전대·성비위 겨냥 해석 김기현 경고에도 또다시 설화 논란 ""당에 누 끼쳐…조치 달게 받을 것"" [서울=뉴시스] 정성원 기자 = 태영호 국민의힘 최고위원이 17일 페이스북에 전당대회 돈봉투 ",https://n.news.naver.com/mnews/article/003/0011807989?sid=100
1760,"'JMS민주당' 태영호 ""보좌진 실수로…당 조치 달게 받겠다""",,이데일리,2023.04.17,태영호 국민의힘 최고위원은 17일 더불어민주당을 종교단체 ‘JMS’(기독교복음선교회)에 빗대며 비난한 것과 관련해 “보좌진의 실수였다”고 해명했다. 태 최고위원은 이날 오전 자신의 사회관계망서비스(SNS)에서 민주당,https://n.news.naver.com/mnews/article/018/0005465785?sid=100
1761,"강선우 ""태영호 너무 저속…성착취 JMS에 남다른 애정이 있는 듯""",,뉴스1,2023.04.18,"박태훈 선임기자 = 강선우 더불어민주당 대변인은 ""태영호 국민의힘 의원이 너무나 저속하다""며 여당이 태 의원을 어떻게 처리할지 지켜보겠다고 했다. 강 대변인은 17일 밤 CBS라디오 '박재홍의 한판승부'에서 이날 태",https://n.news.naver.com/mnews/article/421/0006753333?sid=100
1762,"""민주당=JMS"" 논란 태영호, 與윤리위 '셀프 회부' 요청 배경은",,중앙일보,2023.04.17,‘더불어민주당=JMS’라는 취지의 글을 소셜미디어에 게시했다가 논란을 빚은 태영호 국민의힘 최고위원이 17일 당 윤리위원회 회부를 자진 요청했다. 태 최고위원은 이날 오후 페이스북에 “당에 누를 끼친 데 대해 죄송스,https://n.news.naver.com/mnews/article/025/0003273711?sid=100
1763,"태영호 “‘Junk Money Sex 민주당’, 보좌진이 올린 것···윤리위 심사받겠다”",,경향신문,2023.04.17,"태영호 국민의힘 최고위원이 17일 자신의 사회관계망서비스(SNS)에 올렸다가 삭제한 “Junk Money Sex 민주당, 역시 JMS 민주당”이라는 문구에 대해 “의원실 보좌진들이 해당 메시지를 업로드하기로 결정하고",https://n.news.naver.com/mnews/article/032/0003217822?sid=100
1764,"""쓰레기·돈·성 민주당"" 태영호 '또' 막말 논란에 공식 사과",,노컷뉴스,2023.04.17,"국민의힘 태영호 최고위원이 전당대회 돈봉투 의혹이 불거진 더불어민주당을 향해 ""쓰레기(Junk) 돈(Money) 성(Sex). 역시 JMS민주당""이라는 글을 올렸다가 삭제한 후 공식 사과했다. 태 최고위원은 17일 ",https://n.news.naver.com/mnews/article/079/0003760195?sid=100
1765,"민주당, 'JMS 민주당' 태영호 막말에 ""국회 떠나라""",,이데일리,2023.04.17,더불어민주당은 17일 태영호 국민의힘 최고위원의 ‘JMS(Junk Money Sex) 민주당’ 막말 논란에 대해 “윤리위 징계에 그칠 사안이 아니고 국회를 떠나야 한다”고 비판했다. 태영호 국민의힘 최고위원. (사진,https://n.news.naver.com/mnews/article/018/0005465992?sid=100
1766,"태영호 '민주당 쓰레기·돈·성(JMS)' 게시물 논란에 ""실수로 전체보기"" 해명",,파이낸셜뉴스,2023.04.17,"국민의힘 지도부가 또다시 설화 논란에 휩싸였다. 태영호 최고위원이 17일 페이스북에 더불어민주당을 겨냥, ""쓰레기(Junk) 돈(Money) 성(Sex) 민주당. 역시 JMS 민주당""이라는 글을 남기면서다. 태 위원",https://n.news.naver.com/mnews/article/014/0004998131?sid=100
1767,"또 '막말' 與 태영호 ""당에 누 끼쳐…윤리위 심사 요청할 것""",,연합뉴스,2023.04.17,"페북에 '자극적 표현' 野 비판글 올렸다가 삭제…""보좌진 실수"" 해명 국민의힘 태영호 최고위원이 17일 자신의 SNS 게시물로 '막말 논란'이 생긴 데 대해 사과하고, 스스로 당 윤리위원회에 심사를 요청하겠다고 밝혔",https://n.news.naver.com/mnews/article/001/0013886105?sid=100
1768,태영호 “쓰레기·돈·섹스 JMS 민주당” 막말…“비공개 글이었다” 해명,,서울신문,2023.04.17,태영호 국민의힘 최고위원이 이번엔 전당대회 돈봉투 의혹에 휘말린 더불어민주당을 ‘JMS 민주당’이라고 비난했다가 논란이 일자 “비공개 메시지였다”고 해명했다. 17일 오전 태 의원 페이스북에는 이른바 ‘쩐대’ 의혹이,https://n.news.naver.com/mnews/article/081/0003354362?sid=100
1769,국힘 ‘부끄러운 입’ 태영호 “쓰레기·돈·섹스 민주당” 또 막말,,한겨레,2023.04.17,"태영호 국민의힘 최고위원이 17일 페이스북에 “Junk Money Sex 민주당, 역시 JMS 민주당”이라고 적었다. ‘2021년 전당대회 돈봉투 의혹’이 이는 더불어민주당을 겨냥한 말로 보인다. 태 최고위원은 이 ",https://n.news.naver.com/mnews/article/028/0002636047?sid=100
1770,"태영호 또 '설화'에 사과… ""쓰레기·돈·성, JMS민주당"" 비난글 삭제",,여성신문,2023.04.17,"17일 페이스북에 관련 게시글 올렸다가 삭제 태영호 국민의힘 최고위원이 17일 페이스북에 전당대회 돈봉투 의혹이 불거진 더불어민주당을 향해 ""쓰레기(Junk) 돈(Money) 성(Sex) 민주당. 역시 JMS 민주당",https://n.news.naver.com/mnews/article/310/0000105939?sid=100
1771,"태영호 “쓰레기·돈·성, JMS민주당”…국민의힘 또 ‘설화’에 태영호 ‘사과’",,국민일보,2023.04.17,"태영호 국민의힘 최고위원은 17일 자신의 페이스북 계정에 “Junk(쓰레기) Money(돈) Sex(성) 민주당, 역시 JMS 민주당”이라는 글을 올렸다가 급하게 삭제한 뒤 “당에 누를 끼쳤다”며 사과했다. ‘민주당",https://n.news.naver.com/mnews/article/005/0001601790?sid=100
1772,"태영호 또 막말 논란…""쓰레기·돈·성 JMS 민주당""",,아이뉴스24,2023.04.17,"제주 4·3, 일본 외교청서 관련 발언으로 물의를 빚은 태영호 국민의힘 최고위원이 17일 더불어민주당을 향한 혐오성 게시물을 올렸다 삭제한 후 사과했다. 태 최고위원은 이날 페이스북에 ""최근 민주당의 돈봉투 사건과 ",https://n.news.naver.com/mnews/article/031/0000741325?sid=100
1773,"페이스북에 'JMS 민주당' 썼다 지운 與 태영호 ""보좌진 실수""",,매일신문,2023.04.17,"태영호 국민의힘 최고위원이 자신의 페이스북에 민주당을 속된 표현으로 비난하는 게시물을 올렸다가 지우고 해명글을 게시해 논란이 되고 있다. 17일 오전 10시 태 최고위원은 페이스북에 ""Junk(쓰레기) Money(돈",https://n.news.naver.com/mnews/article/088/0000809325?sid=100
1774,"태영호 ""JMS 민주당"" 메시지로 또 구설 …스스로 윤리위 심사 요청",,머니투데이,2023.04.17,"태영호 국민의힘 최고위원이 17일 과거 전당대회 관련 돈봉투 의혹이 불거진 더불어민주당을 겨냥 ""쓰레기(Junk) 돈(Money) 성(Sex) 민주당. 역시 JMS 민주당""이라고 비난한 메시지를 소셜미디어에 올렸다가",https://n.news.naver.com/mnews/article/008/0004876005?sid=100
1775,"태영호, 메시지논란에 ""저를 윤리위심사 요청한다…달게 받겠다""(종합)",,뉴스1,2023.04.17,"노선웅 이밝음 기자 = 태영호 국민의힘 최고위원은 17일 전당대회 돈봉투 의혹이 불거진 더불어민주당을 겨냥해 '쓰레기(Junk) 돈(Money) 성(Sex) 민주당. 역시 JMS 민주당'이라고 비난한 뒤, 논란이 되",https://n.news.naver.com/mnews/article/421/0006752779?sid=100
1776,"태영호, 민주당에 “쓰레기·돈·성”…논란되자 삭제 후 공식 사과",,조선비즈,2023.04.17,“저와 당사자 윤리위 심사 요청할 것” 태영호 국민의힘 최고위원이 17일 전당대회 돈봉투 의혹이 불거진 더불어민주당을 겨냥해 “‘쓰레기(Junk)·돈(Money)·성(Sex) 민주당. 역시 JMS 민주당”이라고 비난,https://n.news.naver.com/mnews/article/366/0000894248?sid=100
1777,"민주당 ""태영호, 윤리위 징계로 그칠 사안 아냐…국회 떠나라""",,중앙일보,2023.04.17,"더불어민주당은 17일 태영호 국민의힘 최고위원을 향해 ""막말로 정치를 오염시킨 데 대해 국회를 떠나라""고 촉구했다. 권칠승 수석대변인은 이날 오후 국회 소통관 브리핑에서 ""윤리위 심사를 본인이 요청하겠다는데 윤리위 ",https://n.news.naver.com/mnews/article/025/0003273764?sid=100
1778,"'민주당 쓰레기·돈·성' 썼다 지운 태영호 ""보좌진 실수""",,한국경제,2023.04.17,"태영호 국민의힘 최고위원이 17일 페이스북에 속된 표현이 담긴 게시물을 올렸다가 황급히 내린 데 대해 ""보좌진의 실수""라는 취지로 해명했다. 태 최고위원은 이날 페이스북에 ""오늘 오전 10시께 저의 페이스북에 최근 ",https://n.news.naver.com/mnews/article/015/0004833585?sid=100
1779,"태영호 “쓰레기·돈·성, JMS 민주당”…글 삭제 후 “비공개였는데 실수”",,동아일보,2023.04.17,국민의힘 태영호 최고위원이 17일 자신의 페이스북에 “쓰레기(Junk) 돈(Money) 성(Sex) 민주당. 역시 JMS 민주당”이라는 글을 게시했다가 몇 분 뒤 삭제한 것으로 확인됐다. 태 최고위원은 이날 오전 이,https://n.news.naver.com/mnews/article/020/0003491881?sid=100
1780,‘또 막말’ 與 태영호 “당에 누 끼쳐”…윤리위에 ‘셀프 심사 요청’,,KBS,2023.04.17,"국민의힘 태영호 최고위원이 더불어민주당을 종교단체 기독교복음선교회(JMS)에 빗대 또다시 ‘막말 논란’을 일으킨 데 대해 사과하고, 스스로 당 윤리위원회에 심사를 요청하겠다고 밝혔습니다. 태 최고위원은 오늘(17일)",https://n.news.naver.com/mnews/article/056/0011467141?sid=100
1781,태영호 “Junk Money Sex 민주당” 올렸다 삭제…알고보니 보좌진 실수,,조선일보,2023.04.17,태영호 국민의힘 최고위원이 17일 페이스북에 더불어민주당을 겨냥해 “쓰레기(Junk) 돈(Money) 성(Sex) 민주당. 역시 JMS 민주당”이라고 비난하는 글을 올린 뒤 삭제했다. 태 최고위원은 보좌진의 실수로 ,https://n.news.naver.com/mnews/article/023/0003758281?sid=100
1782,"'또 말실수?' 국힘 태영호 최고위원...이번엔 ""역시 JMS 민주당"" 설화",,JIBS,2023.04.17,제주4·3 폄훼를 비롯해 일본과의 외교 관계에서 망언을 일삼은 국민의힘 태영호 최고위원이 이번에 '역시 JMS 민주당'이라는 메시지를 SNS에 올렸다가 논란이 되자 삭제했습니다. 국회 태영호 의원(서울 강남구 갑)은,https://n.news.naver.com/mnews/article/661/0000023517?sid=100
1783,태영호 “쓰레기·돈·성 JMS민주당” 막말 논란에…“비공개 메시지였다”,,헤럴드경제,2023.04.17,"태영호 국민의힘 최고위원이 전당대회 돈봉투 의혹에 휩싸인 더불어민주당을 'JMS 민주당'이라고 비난했다가 논란이 되자 ""비공개 메시지였다. 곧장 삭제했다""고 해명했다. 17일 오전 태 최고위원 페이스북에는 민주당을 ",https://n.news.naver.com/mnews/article/016/0002131441?sid=100
1784,“쓰레기·돈·성. 역시 JMS” 민주당 ‘맹비난’한 태영호...논란 의식했나? 황급히 삭제,,세계일보,2023.04.17,민주당 최근 다큐멘터리로 논란이 된 사이비 종교 JMS에 비유 태영호 국민의힘 신임 최고위원이 지난달 8일 경기 일산 킨텍스에서 열린 국민의힘 제3차 전당대회에서 수락연설을 하고 있다. 일산=뉴스1 태영호 국민의힘 ,https://n.news.naver.com/mnews/article/022/0003803290?sid=100
1785,"""Junk Money Sex, JMS 민주당"" 태영호 ""비공개로 할 메시지가…""",,프레시안,2023.04.17,"""Junk Money Sex 민주당, 역시 JMS 민주당""이라고 더불어민주당에 막말에 가까운 비난 글을 올린 태영호 국민의힘 최고위원이 자신을 당 윤리위원회에 심사하도록 요청하겠다고 밝혔다. 태 최고위원은 17일 자",https://n.news.naver.com/mnews/article/002/0002282824?sid=100
1786,與태영호 “당에 누 끼쳐 죄송스럽다”,,세계일보,2023.04.18,"""비공개 메시지 실수로 공개…어떤 조치도 달게 받겠다"" 태영호 국민의힘 최고위원은 17일 전당대회 돈봉투 의혹이 불거진 더불어민주당을 겨냥 '쓰레기(Junk) 돈(Money) 성(Sex) 민주당. 역시 JMS 민주당",https://n.news.naver.com/mnews/article/022/0003803544?sid=100
1787,"[속보] 이재명 ""돈 봉투 의혹 엄중 인식…송영길 조기 귀국 요청""",,더팩트,2023.04.17,"압수수색 5일 만에 입장 표명 ""수사 기관에 수사 의뢰…책임 다할 것"" 이재명 더불어민주당 대표는 17일 '2021년 전당대회 돈 봉투 살포 의혹'과 관련해 수사 의뢰를 요청하겠다고 밝혔다. 아울러 관련자로 지목된 ",https://n.news.naver.com/mnews/article/629/0000211997?sid=100
1788,"""기획수사""→""깊이 사과""...'돈봉투 의혹' 민주당, 왜 돌아섰나",,머니투데이,2023.04.17,더불어민주당이 지난 2021년 전당대회 과정에서 송영길 전 대표 측 인사들이 의원들에게 불법 자금을 전달했다는 의혹과 관련해 공식 사과했다. 검찰의 기획 수사라고 주장했던 사건 초기와는 180도 달라진 태도다. 돈을,https://n.news.naver.com/mnews/article/008/0004876019?sid=100
1789,"이재명, '돈봉투 의혹' 사과… 송영길, 조기귀국 가능성은?[정다운의 뉴스톡]",,노컷뉴스,2023.04.17,CBS 정다운의 뉴스톡 530 ■ 방송 : CBS 라디오 '정다운의 뉴스톡 530' ■ 채널 : 표준FM 98.1 (17:30~18:00) ■ 진행 : 정다운 앵커 ■ 패널 : 백담 기자 전당대회 '돈봉투' 의혹과 ,https://n.news.naver.com/mnews/article/079/0003760307?sid=100
1790,사과로 급선회한 이재명…'송영길 선긋기'인가 '눈치보기'인가,,노컷뉴스,2023.04.18,"핵심요약 2021년 민주당 전당대회 '돈봉투 의혹' 파장에 입장 선회 이재명 ""깊이 사과""했으나 송영길에게 공 넘긴 모양새 자체 진상조사는 보류…""확실히 조사할 각오 안 됐나"" 지적도 더불어민주당 이재명 대표가 '2",https://n.news.naver.com/mnews/article/079/0003760334?sid=100
1791,"이재명 ""'돈 봉투 의혹' 깊이 사과""…송영길 조기 귀국도 요청",,MBN,2023.04.18,이재명 더불어민주당 대표가 전당대회 돈 봉투 의혹에 대해 깊이 사과한다며 고개를 숙였습니다. 그러면서 이번 빠른 사태 수습을 위해 노력하겠다며 송영길 전 대표의 귀국을 요청했다고 밝혔습니다. 송 전 대표는 조만간 귀,https://n.news.naver.com/mnews/article/057/0001736351?sid=100
1792,"내부 반발에 급선회… 민주당, 돈봉투 사과하고 송영길 귀국 요청",,조선일보,2023.04.18,송영길 캠프 돈 살포와 분리 대응 나선 지도부 더불어민주당 이재명 대표는 17일 ‘2021년 민주당 전당대회 돈 봉투 살포 의혹’과 관련해 “국민 여러분께 심려를 끼쳐드린 점에 대해서 당대표로서 깊이 사과드린다”고 ,https://n.news.naver.com/mnews/article/023/0003758383?sid=100
1793,"이재명, 돈봉투 의혹 사과…송영길 ""귀국문제 조만간 입장 발표""",,중앙일보,2023.04.17,이재명 더불어민주당 대표가 ‘2021년 전당대회 돈 봉투 의혹’과 관련해 17일 공식 사과했다. 윤관석·이성만 민주당 의원에 대한 검찰의 압수수색이 실시된 지 닷새만이다. 검찰을 향해선 “신속하고 공정한 수사를 요청,https://n.news.naver.com/mnews/article/025/0003273748?sid=100
1794,"'돈 봉투 의혹' 고개 숙인 민주당…이재명 ""송영길 귀국-신속 수사 요청""",,더팩트,2023.04.17,"전날 장시간 토론 끝에 대응 방침 결정 늑장 대응 지적엔 ""실체적 진실 파악 오래 걸려"" 더불어민주당이 2021년 전당대회 과정에서 불법 정치자금이 오갔다는 이른바 '돈 봉투 살포 의혹'에 대해 공식 수사 요청한다고",https://n.news.naver.com/mnews/article/629/0000212053?sid=100
1795,"이재명 지도부, '돈봉투 의혹' 사과…송영길, 조기 귀국할까",,더팩트,2023.04.18,"당 지도부, 비판 여론 의식 '자체 조사' 의견 철회 '총선 악재 될라' 당내 진상 규명 요구도 더불어민주당이 지난 2021년 전당대회 과정에서 현역 의원들과 민주당 관계자들 사이 금품이 오갔다는 이른바 '돈 봉투 ",https://n.news.naver.com/mnews/article/629/0000212209?sid=100
1796,"이재명 ""전당대회 돈봉투 의혹, 깊이 사과... 송영길 조기 귀국 요청""",,오마이뉴스,2023.04.17,"머리 숙여 사과... ""엄중하게 인식, 수사기관에도 신속하고 공정한 수사 요구"" ▲ 이재명 더불어민주당 대표가 17일 오전 서울 여의도 국회에서 열린 최고위원회의에서 2021년 더불어민주당 전당대회 돈봉투 의혹 사건",https://n.news.naver.com/mnews/article/047/0002389015?sid=100
1797,"이재명, 돈봉투 의혹에 고개숙여…""심려 끼쳐드려 깊이 사과""",,프레시안,2023.04.17,"""송영길 조기 귀국 요청…수사기관, '정치적 고려' 배제하고 신속·공정히 수사해 달라"" 이재명 더불어민주당 대표가 2021년 전당대회 당시 벌어진 것으로 알려진 '돈봉투' 살포 의혹과 관련해 고개 숙여 사과하며 수사",https://n.news.naver.com/mnews/article/002/0002282698?sid=100
1798,"민주당 전대 돈봉투 의혹…여 “수사 협조해야"" 야 “송영길 귀국 요청""",,뉴시스,2023.04.17,"기사내용 요약 여 ""이재명, 宋에 빚 없다면 수사 협조 요구"" 야 ""재발방지 마련…檢 신속·공정 수사 요청"" [서울=뉴시스] 정성원 기자 = 지난 2021년 더불어민주당 전당대회에서 불법 정치자금이 오갔다는 의혹에 ",https://n.news.naver.com/mnews/article/003/0011808612?sid=100
1799,"이재명 ""전대 돈 봉투 의혹 깊이 사과…송영길 조기 귀국 요청""",,강원일보,2023.04.17,"속보=2021년 5월 치러진 더불어민주당 당 대표 선거 과정에서 오간 돈 봉투 의혹과 관련해 이재명 대표는 17일 ""국민 여러분께 심려를 끼쳐드린 점에 대해서 당 대표로서 깊이 사과드린다""고 말했다. 이 대표는 이날",https://n.news.naver.com/mnews/article/087/0000964661?sid=100
1800,‘내년 총선 악재 될라’ 우려… ‘野 탄압’ 접고 정면돌파 시도 [민주 ‘돈봉투 의혹’ 파장],,세계일보,2023.04.17,"이재명, 사과·檢수사 요청 배경 녹취록 등 상세한 정황 속속 공개돼 ‘당 자체조사 실효성 없다’ 판단 보류 검찰과 다른 결과 땐 또 다른 역풍도 관련자 징계 땐 대표 자격 시비 우려 비명계, 잇따라 당의 강경 조치 ",https://n.news.naver.com/mnews/article/022/0003803403?sid=100
1801,"'딜레마' 빠진 이재명, 송영길과 '헤어질 결심'?",,시사저널,2023.04.17,"李, '전대 돈 봉투' 의혹에 ""송영길 조기 귀국 요청"" ""본인 의혹엔 정치탄압이라더니"" 비명계 '부글부글' 이정근 전 더불어민주당 사무부총장을 둘러싼 이른바 '전당대회 돈 봉투 살포' 파문이 확산하는 모양새다. 검",https://n.news.naver.com/mnews/article/586/0000056134?sid=100
1802,이재명 “전대 돈 봉투 의혹 깊이 사과...송영길 귀국 요청”,,헤럴드경제,2023.04.17,"더불어민주당이 17일 지난 2021년 전당대회에서 불법 정치자금이 오갔다는 의혹과 관련, 의혹 핵심 당사자인 송영길 전 대표의 조기 귀국을 요청하고 수사기관에 공정한 수사를 요청하고 나섰다. 이번 ‘전대 돈봉투’ 의",https://n.news.naver.com/mnews/article/016/0002131192?sid=100
1803,"당내 비판도 확산…이재명, 고개 숙이고 '돈봉투' 정국 정면돌파",,연합뉴스,2023.04.17,"비명계 중심 ""시궁창·결단"" 목소리 커져…역풍 의식 '기획성 수사' 언급 안해宋 조기귀국 요청 공개하며 '커넥션 의혹' 차단…'사법 리스크' 확산은 고민'전대 돈 봉투 의혹' 관련 사과하는 이재명 대표(서울=연합뉴스) 임화영 기자 = 더불어민주당 이재명 대표가 17일 오전 국회에서 열린 최고위원회의에서 '2021년 전당대...",https://n.news.naver.com/mnews/article/001/0013884958?sid=100
1804,"'돈 봉투 의혹'에 고개 숙인 이재명... 당내 ""관련자 출당해야"" 요구도",,한국일보,2023.04.17,이재명 더불어민주당 대표가 17일 2021년 전당대회 당시 불거진 '돈 봉투 살포' 의혹에 대해 대국민 사과를 했다. 검찰의 강제 수사가 시작된 지 닷새 만이다. 증거가 비교적 뚜렷한 탓에 다른 의원 대상 수사들과 ,https://n.news.naver.com/mnews/article/469/0000734601?sid=100
1805,"이재명, 닷새 만에 공식 사과…송영길 귀국하나?",,KBS,2023.04.18,"검찰이 전당대회 '돈 봉투 의혹'과 관련해 민주당 의원 2명을 압수수색한 지 닷새 만에, 이재명 민주당 대표가 국민께 심려를 끼쳤다며 공식 사과했습니다. 송영길 전 대표의 조기 귀국도 요청했다고 밝혔는데요. 국민의힘",https://n.news.naver.com/mnews/article/056/0011467666?sid=100
1806,"‘돈봉투 의혹’ 쏟아지는 비판에…이재명, 송영길 귀국 요청 (종합)",,이데일리,2023.04.17,지난 2021년 더불어민주당 전당대회 당시 송영길 후보 측근들이 돈봉투를 살포했다는 의혹에 대해 내외부의 비판이 쏟아지자 이재명 민주당 대표가 송 전 대표의 귀국을 요청하며 선 긋기에 나섰다. 검찰의 정치 탄압이라고,https://n.news.naver.com/mnews/article/018/0005465491?sid=100
1807,'닷새만에' 고개 숙인 이재명…野 '돈봉투 의혹' 거리두기,,아이뉴스24,2023.04.17,이재명 더불어민주당 대표가 13일 '전당대회 돈봉투 의혹'이 터진 지 닷새 만에 고개를 숙였다. 이 대표의 사과와 함께 민주당 전체가 돈봉투 의혹과 일제히 거리를 두는 모습이지만 국민의힘은 국정조사와 법사위 현안질의,https://n.news.naver.com/mnews/article/031/0000741238?sid=100
1808,고개 숙인 이재명 ‘돈봉투’ 의혹 사과·송영길 조기 귀국 요청… 총선 악재될라 정면돌파,,서울신문,2023.04.17,"이재명 더불어민주당 대표가 17일 ‘2021년 전당대회 돈봉투 의혹’과 관련해 사과하며 검찰의 공정한 수사를 촉구했다. 이 대표 자신의 사법리스크에 대해선 정치 탄압을 주장하고 있지만, 사안이 장기화하면 내년 총선을",https://n.news.naver.com/mnews/article/081/0003354398?sid=100
1809,이재명 대표는 왜 닷새 만에 고개를 숙였나?…정면돌파? 외통수?,,KBS,2023.04.17,"■ 일요일 저녁 4시간에 걸친 ‘비공개 최고위’...‘올 것이 왔다’ 한 주를 마무리하는 일요일 저녁, 민주당 출입 기자들의 휴대전화에 갑자기 메시지가 하나 도착했습니다. ‘비공개 최고위 진행 중’이라는 짧은 내용.",https://n.news.naver.com/mnews/article/056/0011467291?sid=100
1810,"野, '돈봉투 의혹' 송영길 귀국요청…자체 조사는 보류(종합)",,노컷뉴스,2023.04.17,"더불어민주당 이재명 대표가 최근 논란이 된 2021년 민주당 전당대회 '돈봉투 의혹'에 대해 사과하고 송영길 전 대표의 조기 귀국을 요청했다고 밝혔다. 다만, 당은 자체 진상조사는 실효성이 떨어진다고 보고 하지 않겠",https://n.news.naver.com/mnews/article/079/0003760042?sid=100
1811,"돈봉투 전당대회 고개숙인 이재명…""송영길 조기귀국 요청했다""(종합)",,아시아경제,2023.04.17,"이재명 더불어민주당 대표는 17일 돈 봉투 의혹이 제기된 2021년 전당대회와 관련해 ""국민 여러분께 심려를 끼쳐드린 점에 대해 당대표로 깊이 사과한다""고 말했다. 프랑스에 체류 중인 송영길 전 민주당 대표의 조기 ",https://n.news.naver.com/mnews/article/277/0005246538?sid=100
1812,"침묵 깬 이재명, '돈봉투 의혹' 적극 대응 까닭은",,뉴시스,2023.04.17,기사내용 요약 미온적 대응 일관시 내홍 재점화 가능성 사안 장기화될 경우 내년 총선 악재 우려 [서울=뉴시스]여동준 기자 = 더불어민주당이 지난 2021년 전당대회 과정에서 불법 정치자금이 오고갔다는 의혹에 대해 침,https://n.news.naver.com/mnews/article/003/0011807378?sid=100
1813,"김기현 ""송영길, 수사에 협조해야"" 이재명 ""조기 귀국 요청""",,한국경제,2023.04.17,"김기현 국민의힘 대표는 17일 더불어민주당의 2021년 이른바 '전당대회 돈 봉투' 의혹과 관련해 ""가히 '더불어돈봉투당'이라고 해도 과언이 아니다""라고 비판했다. 같은 날 이재명 민주당 대표는 ""당대표로서 깊이 사",https://n.news.naver.com/mnews/article/015/0004833455?sid=100
1814,"민주 ""깊이 사과…송영길 귀국 요청"" 국힘 ""더불어돈봉투당""",,뉴스1,2023.04.17,박종홍 강수련 이밝음 기자 = 국민의힘은 17일 더불어민주당 2021년 전당대회에서 송영길 전 대표 측이 돈 봉투를 살포했다는 의혹에 대해 국회 법제사법위원회 현안질의를 통한 진상 규명을 추진하겠다는 등 대야 공세를,https://n.news.naver.com/mnews/article/421/0006751798?sid=100
1815,"고개 숙인 이재명.. '전대 돈봉투 의혹' 사과 ""송영길 조기 귀국  요청""",,JIBS,2023.04.17,"이재명 더불어민주당 대표가 2021년 전당대회 돈봉투 의혹과 관련해 공식 사과했습니다. 이재명 대표는 오늘(17일) 오전 최고위원회의에 앞서 ""이번 일로 국민 여러분께 심려를 끼쳐드린 점에 대해 당 대표로서 깊이 사",https://n.news.naver.com/mnews/article/661/0000023499?sid=100
1816,"이재명 대표, '돈 봉투 전대 의혹' 사과 ""송영길 조기귀국 요청했다""",,여성신문,2023.04.17,"이재명 더불어민주당 대표는 17일 돈 봉투 의혹이 제기된 2021년 전당대회와 관련해 ""국민 여러분께 심려를 끼쳐드린 점에 대해 당대표로 깊이 사과한다""고 말했다. 이 대표는 이날 국회에서 열린 민주당 최고위원회의에",https://n.news.naver.com/mnews/article/310/0000105935?sid=100
1817,"이재명 '돈 봉투' 의혹에 ""깊이 사과…송영길 조기귀국 요청""(종합)",,뉴스1,2023.04.17,"박기호 정재민 강수련 기자 = 이재명 더불어민주당 대표가 지난 2021년 전당대회 과정에서 송영길 전 대표 관계자들이 의원들에게 9400만원을 살포한 의혹과 관련 ""당 대표로서 깊이 사과드린다""고 고개를 숙이면서 """,https://n.news.naver.com/mnews/article/421/0006751801?sid=100
1818,"파문 확산일로에…이재명, 고개 숙이고 '돈봉투' 여론 흐름 주시(종합)",,연합뉴스,2023.04.17,"비명계 ""시궁창·결단"", 일시 귀국 이낙연도 '우려'…野 이정미 ""후진 비리의 싹"" '기획성 수사' 당 기류와 달리 심야회의 끝 사과…宋 귀국 요청으로 '커넥션 의혹' 차단 시도 박경준 정윤주 기자 = 더불어민주당 ",https://n.news.naver.com/mnews/article/001/0013886082?sid=100
